Date,Close,Volume
2024-05-20,41.800357818603516,8167455
2024-05-21,42.092926025390625,7564331
2024-05-22,42.275779724121094,5681346
2024-05-23,41.0598030090332,7798076
2024-05-24,40.81294631958008,5063748
2024-05-27,41.27922821044922,3746077
2024-05-28,41.21522903442383,5315928
2024-05-29,41.21522903442383,7049656
2024-05-30,40.502098083496094,8982270
2024-05-31,40.694091796875,17969206
2024-06-03,40.96837615966797,8720703
2024-06-04,40.48381423950195,8190369
2024-06-05,40.136390686035156,12366369
2024-06-06,40.27352523803711,8273554
2024-06-07,40.71237564086914,6210809
2024-06-11,39.990108489990234,10414438
2024-06-12,39.77067947387695,8896061
2024-06-13,39.49640655517578,9443073
2024-06-14,39.39583206176758,5618488
2024-06-17,38.89298629760742,7993163
2024-06-18,39.13069534301758,11623663
2024-06-19,39.07583999633789,6440310
2024-06-20,39.084983825683594,10791261
2024-06-21,39.11240768432617,18176496
2024-06-24,38.792415618896484,5697237
2024-06-25,39.606109619140625,7789491
2024-06-26,39.6244010925293,7648083
2024-06-27,39.45069122314453,7810704
2024-06-28,39.0209846496582,10823306
2024-07-01,39.587825775146484,5688274
2024-07-02,39.45983123779297,6312330
2024-07-03,39.90782165527344,5010302
2024-07-04,40.93180847167969,7772273
2024-07-05,40.584381103515625,5147858
2024-07-08,39.75239944458008,6843748
2024-07-09,39.990108489990234,6436472
2024-07-10,39.46897506713867,5499582
2024-07-11,39.825538635253906,4849539
2024-07-12,39.679256439208984,5730332
2024-07-15,39.926109313964844,4958854
2024-07-16,39.386695861816406,8870813
2024-07-17,39.03926467895508,9282537
2024-07-18,39.0026969909668,8109631
2024-07-19,38.17985153198242,13465553
2024-07-22,38.07014083862305,6120239
2024-07-23,37.90557861328125,8066150
2024-07-24,37.99700164794922,5777270
2024-07-25,37.65871810913086,7438326
2024-07-26,38.49070358276367,8529257
2024-07-29,38.463279724121094,5785958
2024-07-30,37.97871780395508,8587576
2024-07-31,38.67355728149414,12017032
2024-08-01,38.84727478027344,7112335
2024-08-02,38.3809928894043,9014754
2024-08-05,37.58557891845703,9434809
2024-08-06,37.72272491455078,10495681
2024-08-07,37.5032958984375,7249147
2024-08-08,36.76273727416992,7985004
2024-08-09,37.357017517089844,7895708
2024-08-12,37.15587615966797,4248347
2024-08-13,37.256446838378906,6039761
2024-08-14,36.22332000732422,10698192
2024-08-15,35.84846878051758,12352694
2024-08-16,36.57988357543945,11695311
2024-08-19,36.323890686035156,6156130
2024-08-20,36.79930877685547,5820593
2024-08-21,37.37529754638672,9386197
2024-08-22,37.430152893066406,6390982
2024-08-23,37.18330383300781,5786729
2024-08-26,37.33872985839844,5951917
2024-08-27,37.80500793457031,7708889
2024-08-28,37.265586853027344,10748562
2024-08-29,37.05530548095703,9420254
2024-08-30,37.27472686767578,13243753
2024-09-02,36.87245559692383,4541942
2024-09-03,36.23246383666992,8507301
2024-09-04,35.327335357666016,9726696
2024-09-05,35.57419204711914,8452372
2024-09-06,35.153629302978516,8359748
2024-09-09,35.43704605102539,7627507
2024-09-10,35.345619201660156,7049076
2024-09-11,35.967323303222656,9266380
2024-09-12,36.51298522949219,10485994
2024-09-13,37.2562255859375,9514813
2024-09-16,37.20918655395508,6593222
2024-09-17,37.20918655395508,6834242
2024-09-18,36.870487213134766,5265271
2024-09-19,37.81130599975586,13305298
2024-09-20,37.95242691040039,15808676
2024-09-23,37.45379638671875,5167820
2024-09-24,38.68626022338867,11460753
2024-09-25,40.17274856567383,14594112
2024-09-26,40.79368591308594,13898957
2024-09-27,42.09200668334961,15160689
2024-09-30,43.239803314208984,16710510
2024-10-01,41.9979248046875,11765854
2024-10-02,42.393070220947266,7781903
2024-10-03,42.684722900390625,7389168
2024-10-04,41.94147872924805,9661654
2024-10-07,42.20490646362305,6059458
2024-10-08,41.19823455810547,12502297
2024-10-09,40.71841812133789,8605304
2024-10-10,41.301727294921875,8307883
2024-10-11,40.85954284667969,6467361
2024-10-14,41.2076416015625,6157139
2024-10-15,41.40521240234375,5035230
2024-10-16,40.96303176879883,7367947
2024-10-17,40.445587158203125,11161569
2024-10-18,39.57062911987305,15048688
2024-10-21,40.116302490234375,7184217
2024-10-22,39.64588928222656,7264019
2024-10-23,39.918731689453125,5849530
2024-10-24,39.74938201904297,6050892
2024-10-25,39.88109588623047,5862759
2024-10-28,40.417362213134766,4882222
2024-10-29,40.49263000488281,7716405
2024-10-30,40.55848693847656,6098557
2024-10-31,40.116302490234375,9452917
2024-11-01,40.248008728027344,5415715
2024-11-04,40.07866668701172,3707285
2024-11-05,40.10689163208008,4347447
2024-11-06,40.07866668701172,5355349
2024-11-07,40.445587158203125,5737476
2024-11-08,40.83131790161133,8339043
2024-11-11,39.166080474853516,10871180
2024-11-12,38.47928237915039,10020308
2024-11-13,38.14999771118164,7142143
2024-11-14,37.64196014404297,6593223
2024-11-15,37.69841003417969,7194665
2024-11-18,37.97124099731445,5291487
2024-11-19,37.9242057800293,6927990
2024-11-20,37.707820892333984,11603449
