Date,Close,Volume
2024-05-22,29.251859664916992,1674666
2024-05-23,29.419918060302734,1236426
2024-05-24,29.018442153930664,1542870
2024-05-27,29.37323760986328,1390683
2024-05-28,29.44792938232422,1579818
2024-05-29,29.06512451171875,2434238
2024-05-30,28.92507553100586,2270879
2024-05-31,29.503950119018555,4614049
2024-06-03,29.41058349609375,2026105
2024-06-04,29.401247024536133,1493414
2024-06-05,29.868080139160156,3776000
2024-06-06,30.064151763916016,1613516
2024-06-07,30.288230895996094,1488877
2024-06-11,30.241546630859375,2252176
2024-06-12,30.325580596923828,2670091
2024-06-13,30.34425163269043,2223659
2024-06-14,30.42828369140625,1587016
2024-06-17,30.671035766601562,2252028
2024-06-18,30.85776710510254,2704500
2024-06-19,30.89511489868164,1854922
2024-06-20,30.811086654663086,2538489
2024-06-21,31.399301528930664,5806869
2024-06-24,31.212562561035156,1643985
2024-06-25,31.735424041748047,2978967
2024-06-26,31.679401397705078,1800619
2024-06-27,31.63271713256836,1908366
2024-06-28,31.548686981201172,1964972
2024-07-01,31.343278884887695,1444338
2024-07-02,31.0911865234375,1656639
2024-07-03,31.20322608947754,1274914
2024-07-04,31.371286392211914,1019471
2024-07-05,31.548686981201172,951603
2024-07-08,31.502002716064453,1269488
2024-07-09,31.68873405456543,1454658
2024-07-10,31.735424041748047,2519080
2024-07-11,32.02485656738281,1998485
2024-07-12,31.903478622436523,2258291
2024-07-15,32.071537017822266,2132777
2024-07-16,32.24893569946289,2782757
2024-07-17,32.67842483520508,1717984
2024-07-18,32.818477630615234,3279402
2024-07-19,32.73445129394531,3076631
2024-07-22,32.818477630615234,1214238
2024-07-23,32.58505630493164,2049303
2024-07-24,32.32362747192383,1736229
2024-07-25,32.1649055480957,1735622
2024-07-26,31.940826416015625,1665075
2024-07-29,32.1649055480957,1492694
2024-07-30,32.099552154541016,1989154
2024-07-31,32.21158981323242,2725498
2024-08-01,32.51970291137695,1143473
2024-08-02,32.02485656738281,1935886
2024-08-05,31.10052490234375,2621990
2024-08-06,31.399301528930664,2479244
2024-08-07,31.399301528930664,1594304
2024-08-08,31.56736183166504,1847138
2024-08-09,31.679401397705078,1632297
2024-08-12,31.56736183166504,1445188
2024-08-13,31.511335372924805,1284162
2024-08-14,31.819448471069336,1138649
2024-08-15,32.02485656738281,2311644
2024-08-16,32.4730224609375,2747213
2024-08-19,32.575721740722656,1393853
2024-08-20,32.631744384765625,1324350
2024-08-21,33.02388381958008,2933168
2024-08-22,33.16393280029297,1873888
2024-08-23,33.5280647277832,2109060
2024-08-26,33.46270751953125,2161263
2024-08-27,33.107913970947266,1558637
2024-08-28,34.19096755981445,4645690
2024-08-29,33.36000442504883,3516391
2024-08-30,33.31332015991211,3849393
2024-09-02,33.444034576416016,1469835
2024-09-03,33.424842834472656,2515253
2024-09-04,32.9354133605957,2057981
2024-09-05,32.96419906616211,1304509
2024-09-06,33.24250411987305,1975347
2024-09-09,33.24250411987305,1858827
2024-09-10,33.23291015625,2002470
2024-09-11,33.22330856323242,2448440
2024-09-12,33.06977081298828,2395825
2024-09-13,33.30967712402344,2792514
2024-09-16,33.70314407348633,2043039
2024-09-17,33.65515899658203,1457143
2024-09-18,33.760719299316406,1466871
2024-09-19,33.81829833984375,2812785
2024-09-20,33.56878662109375,7261223
2024-09-23,32.42679977416992,2960274
2024-09-24,31.47673797607422,4088849
2024-09-25,31.64947509765625,2125121
2024-09-26,32.004547119140625,1828590
2024-09-27,32.08131790161133,2076669
2024-09-30,31.95656394958496,3001675
2024-10-01,32.11970901489258,1444439
2024-10-02,31.639881134033203,2254363
2024-10-03,31.678264617919922,1227237
2024-10-04,31.64947509765625,1224650
2024-10-07,31.659074783325195,798448
2024-10-08,31.563106536865234,1387444
2024-10-09,31.95656394958496,1213503
2024-10-10,31.879793167114258,1766016
2024-10-11,31.726247787475586,1252732
2024-10-14,31.668668746948242,1323390
2024-10-15,31.62068748474121,1967607
2024-10-16,31.20803451538086,2235774
2024-10-17,31.284805297851562,2680349
2024-10-18,31.38077163696289,1938394
2024-10-21,31.48633575439453,2334074
2024-10-22,31.22722816467285,1451623
2024-10-23,31.71664810180664,2057971
2024-10-24,31.88939094543457,2144446
2024-10-25,31.371173858642578,1951740
2024-10-28,31.419158935546875,1273319
2024-10-29,31.48633575439453,1988342
2024-10-30,29.5670223236084,7002896
2024-10-31,28.751310348510742,6887659
2024-11-01,28.597766876220703,3853608
2024-11-04,28.68413543701172,2143513
2024-11-05,28.44422149658203,2285875
2024-11-06,28.482608795166016,2261860
2024-11-07,28.44422149658203,3172051
2024-11-08,28.645751953125,1873822
2024-11-11,28.319467544555664,2186558
2024-11-12,28.377046585083008,1546506
2024-11-13,28.127534866333008,2114907
2024-11-14,28.021974563598633,2045113
2024-11-15,28.213903427124023,1720422
2024-11-18,28.712926864624023,1836187
2024-11-19,28.981632232666016,2066250
2024-11-20,28.924049377441406,2415893
2024-11-21,28.674541473388672,1587651
2024-11-22,28.68413543701172,2301383
2024-11-25,28.712926864624023,3813569
2024-11-26,28.78969955444336,2240331
2024-11-27,28.981632232666016,1394997
2024-11-28,29.125579833984375,2041119
2024-11-29,28.962438583374023,1558315
2024-12-02,29.096790313720703,1831821
2024-12-03,28.991226196289062,2609322
2024-12-04,28.770503997802734,2565111
2024-12-05,29.000822067260742,2332927
2024-12-06,28.712926864624023,2646898
2024-12-09,29.020015716552734,1794975
2024-12-10,29.115983963012695,1783938
2024-12-11,29.077594757080078,1375550
2024-12-12,29.096790313720703,1595209
2024-12-13,29.1927547454834,1383889
2024-12-16,29.384685516357422,2101655
2024-12-17,29.576618194580078,1930888
2024-12-18,29.557424545288086,2163024
2024-12-19,29.163963317871094,2989057
2024-12-20,28.962438583374023,4668255
2024-12-23,29.144771575927734,996271
2024-12-24,29.163963317871094,548940
2024-12-27,29.279125213623047,900945
2024-12-30,29.269529342651367,659932
2024-12-31,29.259931564331055,668583
2025-01-02,29.24073600769043,800383
2025-01-03,29.461458206176758,1011794
2025-01-06,29.461458206176758,1115331
2025-01-07,29.24073600769043,1520574
2025-01-08,29.63419532775879,1919686
2025-01-09,29.3942813873291,962479
2025-01-10,29.048805236816406,1370471
2025-01-13,28.885663986206055,1884714
2025-01-14,28.924049377441406,1023613
2025-01-15,28.818490982055664,1250789
2025-01-16,28.84727668762207,1620486
2025-01-17,28.741716384887695,2149327
2025-01-20,28.972036361694336,1297843
2025-01-21,28.962438583374023,972797
2025-01-22,29.048805236816406,1556656
2025-01-23,28.597766876220703,1542622
2025-01-24,28.751310348510742,902114
2025-01-28,28.924049377441406,1895831
2025-01-29,29.048805236816406,2174381
2025-01-30,29.279125213623047,1976439
2025-01-31,29.23114013671875,2161572
2025-02-03,28.828086853027344,2186998
2025-02-04,28.55938148498535,1816338
2025-02-05,28.377046585083008,2013417
2025-02-06,28.50180435180664,1972198
2025-02-07,28.712926864624023,1651530
2025-02-10,28.78969955444336,1226644
2025-02-11,28.856874465942383,1289857
2025-02-12,29.163963317871094,2597425
2025-02-13,29.039209365844727,1954832
2025-02-14,29.547828674316406,2197481
2025-02-17,29.63419532775879,1717092
2025-02-18,29.538230895996094,1684346
2025-02-19,29.317508697509766,2011887
2025-02-20,29.269529342651367,2738309
2025-02-21,29.461458206176758,2701049
2025-02-24,29.989269256591797,3215121
2025-02-25,30.286762237548828,3423341
2025-02-26,29.36549186706543,5456118
2025-02-27,29.461458206176758,2871166
2025-02-28,28.799297332763672,5942443
2025-03-03,28.856874465942383,3917281
2025-03-04,28.68413543701172,2449774
2025-03-05,27.925708770751953,3395268
2025-03-06,27.702068328857422,3797160
2025-03-07,27.867366790771484,2085464
2025-03-10,27.750686645507812,1873977
2025-03-11,27.80902671813965,2935609
2025-03-12,27.40064239501953,2616050
2025-03-13,27.167280197143555,2477951
2025-03-14,27.108938217163086,2112445
2025-03-17,26.982534408569336,1869533
2025-03-18,27.36174774169922,2544404
2025-03-19,27.390918731689453,2662825
2025-03-20,27.371471405029297,3732614
2025-03-21,29.102243423461914,10308993
2025-03-24,28.616071701049805,2634476
2025-03-25,28.100730895996094,3255816
2025-03-26,28.577178955078125,2479199
2025-03-27,28.625795364379883,2942141
2025-03-28,28.956392288208008,2490021
2025-03-31,28.73275375366211,2058434
2025-04-01,29.04390525817871,2465237
2025-04-02,28.73275375366211,1857390
2025-04-03,29.277265548706055,2879724
2025-04-04,30.26905632019043,5350759
2025-04-07,30.14265251159668,6324962
2025-04-08,30.376012802124023,4330422
2025-04-09,30.298227310180664,3284293
2025-04-10,30.638545989990234,4406173
2025-04-11,30.735782623291016,3354004
2025-04-14,30.58020782470703,2324068
2025-04-15,30.03569221496582,3751821
2025-04-16,30.366289138793945,3002259
2025-04-17,30.66771697998047,1787662
2025-04-22,30.87190818786621,3108262
2025-04-23,30.774675369262695,2652003
2025-04-24,30.65799331665039,1667933
2025-04-28,30.862184524536133,2366246
2025-04-29,30.764951705932617,1687944
2025-04-30,30.69688606262207,2831853
2025-05-01,31.056655883789062,3566489
2025-05-02,31.776187896728516,4183379
2025-05-05,31.64006233215332,2151424
2025-05-06,31.58172035217285,1760917
2025-05-07,31.601167678833008,2490815
2025-05-08,31.922042846679688,3565678
